Season,TeamID,TeamName,ConfAbbrev,is_tourney_team,tourney_seed_num,kp_adjem,kp_adjoe,kp_rankadjde,kp_rankoe,lms_residual_std,rs_ast_to_ratio,rs_drb,rs_fgm,rs_ft_pct,rs_ft_rate,rs_opp_blk,rs_opp_ft_pct,rs_pf,rs_win_pct,reached_sweet16,reached_elite8,reached_final4,reached_title_game,is_champion
2003,1104,Alabama,sec,1,10.0,15.468,110.57,47.0,100.0,11.404997068569983,0.9112903225806452,23.928571428571427,24.035714285714285,0.7098976109215018,0.3660212367270455,3.1785714285714284,0.7083333333333334,18.035714285714285,0.6071428571428571,0,0,0,0,0
2003,1112,Arizona,pac_ten,1,1.0,26.4243,115.311,7.0,18.0,12.313408056849184,1.1932367149758454,27.642857142857142,30.321428571428573,0.7014285714285714,0.3804347826086957,2.392857142857143,0.6330645161290321,17.75,0.8928571428571429,1,1,0,0,0
2003,1113,Arizona St,pac_ten,1,10.0,16.7407,113.116,61.0,39.0,11.628207567010762,1.1108374384236452,23.310344827586206,27.20689655172414,0.6697368421052632,0.4606060606060606,3.931034482758621,0.6890756302521008,19.41379310344828,0.6206896551724138,0,0,0,0,0
2003,1120,Auburn,sec,1,10.0,12.8881,107.32,34.0,137.0,12.288831958210867,0.8427672955974843,22.566666666666663,25.7,0.6621621621621622,0.3607556368068251,2.6666666666666665,0.6693548387096774,16.366666666666667,0.6333333333333333,1,0,0,0,0
2003,1122,Austin Peay,ovc,1,13.0,3.16008,101.166,86.0,136.0,10.352415420103917,0.8807785888077859,24.22222222222222,23.55555555555556,0.691358024691358,0.460881934566145,3.259259259259259,0.6865079365079365,18.666666666666668,0.7407407407407407,0,0,0,0,0
2003,1139,Butler,horizon,1,12.0,15.3765,115.085,113.0,3.0,9.39594088786731,1.2450331125827814,20.379310344827587,24.06896551724138,0.7229166666666665,0.3267528931245745,2.862068965517241,0.6643678160919539,16.06896551724138,0.8275862068965517,1,0,0,0,0
2003,1140,BYU,mwc,1,12.0,18.2088,110.537,17.0,27.0,9.906457009679404,0.976525821596244,24.41935483870968,24.032258064516128,0.7530040053404541,0.4713656387665198,2.225806451612903,0.7129120879120879,21.41935483870968,0.7419354838709677,0,0,0,0,0
2003,1141,C Michigan,mac,1,11.0,10.3641,109.867,109.0,33.0,12.255751054061625,0.8563327032136105,23.27586206896552,26.620689655172413,0.7657534246575342,0.4777486910994764,2.4827586206896552,0.7095761381475667,20.96551724137931,0.7931034482758621,0,0,0,0,0
2003,1143,California,pac_ten,1,8.0,13.5863,109.401,55.0,75.0,9.242058658534148,1.1289537712895377,24.379310344827587,27.344827586206897,0.6855123674911661,0.3323546682325308,2.5172413793103448,0.6818181818181819,17.103448275862068,0.7241379310344828,0,0,0,0,0
2003,1153,Cincinnati,cusa,1,8.0,15.3334,105.459,11.0,173.0,12.492479952799398,1.1582491582491583,23.392857142857142,22.892857142857142,0.6898839137645109,0.3799621928166351,3.0357142857142856,0.6630434782608695,18.964285714285715,0.6071428571428571,0,0,0,0,0
2003,1160,Colorado,big_twelve,1,10.0,15.8705,109.283,24.0,86.0,13.29998960768782,0.956221198156682,27.967741935483872,27.193548387096776,0.6752021563342319,0.3903208837453971,3.3548387096774195,0.6788830715532286,17.70967741935484,0.6451612903225806,0,0,0,0,0
2003,1161,Colorado St,mwc,1,14.0,6.27421,111.597,224.0,45.0,10.892707465488892,0.9607438016528926,23.466666666666665,26.4,0.7005494505494506,0.4657709532949456,3.066666666666667,0.6880597014925374,20.566666666666663,0.5666666666666667,0,0,0,0,0
2003,1163,Connecticut,big_east,1,5.0,18.3956,111.73,22.0,40.0,13.827241454220216,0.9894514767932489,27.9,29.53333333333333,0.67420814479638,0.3553054662379421,4.133333333333334,0.7253968253968254,18.4,0.7,1,0,0,0,0
2003,1166,Creighton,mvc,1,6.0,18.3096,113.03,39.0,2.0,14.017407100248455,1.258503401360544,23.181818181818183,28.696969696969692,0.6928895612708018,0.3486286919831224,2.575757575757576,0.7005444646098005,17.272727272727273,0.8787878787878788,0,0,0,0,0
2003,1173,Dayton,a_ten,1,4.0,15.8425,116.878,140.0,6.0,9.243461612878138,1.1424870466321244,23.17241379310345,24.48275862068965,0.7155824508320726,0.4204834605597964,2.827586206896552,0.715686274509804,17.586206896551722,0.8275862068965517,0,0,0,0,0
2003,1181,Duke,acc,1,3.0,22.8018,116.213,23.0,15.0,9.912150443482064,0.985748218527316,23.1,27.366666666666667,0.7090261282660332,0.4651933701657458,4.1,0.6980273141122915,21.266666666666666,0.8,1,0,0,0,0
2003,1190,ETSU,southern,1,15.0,0.744035,101.21,129.0,146.0,9.50795536340403,0.7490118577075099,24.03703703703704,28.074074074074076,0.7388059701492538,0.4041013268998794,4.481481481481482,0.7279151943462898,19.51851851851852,0.6296296296296297,0,0,0,0,0
