Season,TeamID,TeamName,ConfAbbrev,is_tourney_team,tourney_seed_num,kp_adjem,kp_adjoe,kp_rankadjde,kp_rankoe,lms_residual_std,rs_ast_to_ratio,rs_drb,rs_fgm,rs_ft_pct,rs_ft_rate,rs_opp_blk,rs_opp_ft_pct,rs_pf,rs_win_pct
2026,1101,Abilene Chr,wac,0,,-6.5,101.1,139,341,12.745779870717575,1.0441640378548895,18.192307692307693,23.46153846153846,0.7112676056338028,0.3944444444444444,8.461538461538462,0.7227272727272728,20.846153846153847,0.3846153846153846
2026,1102,Air Force,mwc,0,,-19.9,95.6,301,363,12.664419502857465,1.1033434650455929,20.75862068965517,21.93103448275862,0.6384615384615385,0.3504043126684636,4.310344827586207,0.7233333333333333,17.620689655172413,0.1034482758620689
2026,1103,Akron,mac,1,12.0,12.8,118.8,113,6,12.29600368012224,1.8825757575757576,24.33333333333333,31.40740740740741,0.7782178217821782,0.2977594339622641,5.37037037037037,0.7299412915851271,16.555555555555557,0.8148148148148148
2026,1104,Alabama,sec,1,4.0,25.7,129.0,67,5,14.338741931645313,1.9233870967741933,27.20689655172414,30.27586206896552,0.765867418899859,0.3710099424385138,4.551724137931035,0.6890881913303437,18.724137931034484,0.7586206896551724
2026,1105,Alabama A&M,swac,0,,-12.7,104.0,315,237,17.01661417275169,1.1031746031746033,22.26923076923077,23.307692307692307,0.744408945686901,0.4474624731951394,4.846153846153846,0.7145488029465931,18.115384615384617,0.5
2026,1106,Alabama St,swac,0,,-14.4,99.2,266,323,17.284099863336234,1.0123076923076924,21.464285714285715,24.857142857142858,0.7097315436241611,0.3545508625817965,5.821428571428571,0.7318518518518519,19.285714285714285,0.3214285714285714
2026,1107,SUNY Albany,aec,0,,-14.9,103.3,332,251,14.183815378500386,1.256317689530686,20.14814814814815,26.0,0.6617283950617284,0.2614590058102001,5.37037037037037,0.7342007434944238,16.88888888888889,0.2962962962962963
2026,1108,Alcorn St,swac,0,,-20.2,96.3,313,354,16.94514728616882,0.8935574229691876,18.678571428571427,24.392857142857142,0.7103594080338267,0.2937888198757764,6.107142857142857,0.7255813953488373,17.821428571428573,0.25
2026,1110,American Univ,patriot,0,,-6.3,105.6,233,179,13.419722603081912,1.3014184397163122,19.75862068965517,25.103448275862068,0.7597535934291582,0.291442250149611,4.896551724137931,0.7229832572298326,19.0,0.4827586206896552
2026,1111,Appalachian St,sun_belt,0,,-2.4,105.8,147,193,13.845098133685948,1.4521739130434783,24.06896551724138,23.82758620689655,0.639871382636656,0.3868159203980099,3.724137931034482,0.7056530214424951,15.689655172413794,0.5862068965517241
2026,1112,Arizona,big_twelve,1,1.0,37.7,127.7,3,16,10.835181964019736,1.705084745762712,28.48275862068965,30.96551724137931,0.7345597897503284,0.4251396648044693,5.137931034482759,0.7052023121387283,16.17241379310345,0.9310344827586208
2026,1113,Arizona St,big_twelve,0,,12.6,115.8,66,181,12.23154828782154,1.3851351351351349,21.13793103448276,26.48275862068965,0.7514970059880239,0.391559202813599,5.482758620689655,0.7470881863560731,17.17241379310345,0.5172413793103449
2026,1114,Ark Little Rock,ovc,0,,-13.0,102.7,302,304,15.665775339476712,1.2444444444444445,20.03448275862069,25.79310344827586,0.6860215053763441,0.2753108348134991,3.931034482758621,0.6957328385899815,15.517241379310343,0.3448275862068966
