Season,TeamID,TeamName,ConfAbbrev,is_tourney_team,tourney_seed_num,kp_adjem,kp_adjoe,kp_rankadjde,kp_rankoe,lms_residual_std,rs_ast_to_ratio,rs_drb,rs_fgm,rs_ft_pct,rs_ft_rate,rs_opp_blk,rs_opp_ft_pct,rs_pf,rs_win_pct
2003,1102,Air Force,mwc,0,,1.61821,105.34,191.0,96.0,10.422542030918256,1.1375,16.821428571428573,19.142857142857142,0.6513569937369519,0.4299820466786356,1.5714285714285714,0.7105751391465678,18.75,0.4285714285714285
2003,1103,Akron,mac,0,,-0.729852,110.167,301.0,20.0,10.519718372762105,1.2052785923753664,19.925925925925927,27.14814814814815,0.7363896848137537,0.4628647214854111,2.851851851851852,0.7190635451505016,19.85185185185185,0.4814814814814814
2003,1104,Alabama,sec,1,10.0,15.468,110.57,47.0,100.0,11.404997068569983,0.9112903225806452,23.928571428571427,24.035714285714285,0.7098976109215018,0.3660212367270455,3.1785714285714284,0.7083333333333334,18.035714285714285,0.6071428571428571
2003,1105,Alabama A&M,swac,0,,-18.0084,90.2282,272.0,295.0,10.041554541155657,0.7793814432989691,23.115384615384617,24.384615384615383,0.7059859154929577,0.3545568039950063,4.1923076923076925,0.6687598116169544,20.23076923076923,0.2692307692307692
2003,1106,Alabama St,swac,0,,-9.68419,91.1769,138.0,285.0,9.293074823599335,0.6855345911949686,23.857142857142858,23.428571428571427,0.6464208242950108,0.2978036175710594,3.1785714285714284,0.7073170731707317,18.178571428571427,0.4642857142857143
2003,1107,SUNY Albany,aec,0,,-18.5659,94.8536,317.0,263.0,8.157415905340757,0.9488636363636364,20.25,24.035714285714285,0.7335092348284961,0.235550031075202,3.5357142857142856,0.696969696969697,15.892857142857142,0.25
2003,1108,Alcorn St,swac,0,,-11.5407,92.727,197.0,292.0,9.991946528405704,0.7504105090311987,23.21212121212121,24.939393939393938,0.6685962373371925,0.3565531475748194,2.878787878787879,0.6914062499999999,19.666666666666668,0.4242424242424242
2003,1110,American Univ,patriot,0,,1.87115,103.707,156.0,114.0,11.394858343382992,1.081012658227848,23.133333333333333,23.166666666666668,0.6814516129032258,0.3088418430884185,3.1333333333333333,0.6189516129032256,18.133333333333333,0.5333333333333333
2003,1111,Appalachian St,southern,0,,-1.07929,103.46,202.0,89.0,13.093725066814626,0.9406175771971496,25.307692307692307,28.615384615384617,0.7195301027900147,0.40608228980322,3.8846153846153846,0.7404426559356136,18.692307692307693,0.6153846153846154
2003,1112,Arizona,pac_ten,1,1.0,26.4243,115.311,7.0,18.0,12.313408056849184,1.1932367149758454,27.642857142857142,30.321428571428573,0.7014285714285714,0.3804347826086957,2.392857142857143,0.6330645161290321,17.75,0.8928571428571429
2003,1113,Arizona St,pac_ten,1,10.0,16.7407,113.116,61.0,39.0,11.628207567010762,1.1108374384236452,23.310344827586206,27.20689655172414,0.6697368421052632,0.4606060606060606,3.931034482758621,0.6890756302521008,19.41379310344828,0.6206896551724138
2003,1114,Ark Little Rock,sun_belt,0,,1.62778,102.482,136.0,177.0,10.06458582186474,0.7203579418344519,22.857142857142858,23.857142857142858,0.6926751592356689,0.421476510067114,3.2857142857142856,0.6924398625429553,20.5,0.5714285714285714
2003,1115,Ark Pine Bluff,swac,0,,-25.3529,77.5325,174.0,327.0,11.712445343538546,0.5327102803738317,21.035714285714285,19.25,0.6389452332657201,0.3243421052631579,3.678571428571429,0.694083694083694,20.25,0.1428571428571428
2003,1116,Arkansas,sec,0,,3.47722,98.372,42.0,309.0,11.111492869113809,0.588865096359743,23.428571428571427,21.821428571428573,0.6094890510948905,0.3521850899742931,3.892857142857143,0.6807580174927113,20.928571428571427,0.3214285714285714
2003,1117,Arkansas St,sun_belt,0,,0.502675,107.819,256.0,56.0,12.039601276256349,0.8985507246376812,20.384615384615383,23.692307692307693,0.7378815080789947,0.3917018284106892,2.730769230769231,0.6992592592592592,21.423076923076923,0.4230769230769231
2003,1119,Army,patriot,0,,-25.7098,85.7084,304.0,321.0,10.83118298453924,0.6751152073732719,21.56,19.6,0.6761006289308176,0.2672268907563025,3.52,0.7051282051282052,19.32,0.12
2003,1120,Auburn,sec,1,10.0,12.8881,107.32,34.0,137.0,12.288831958210867,0.8427672955974843,22.566666666666663,25.7,0.6621621621621622,0.3607556368068251,2.6666666666666665,0.6693548387096774,16.366666666666667,0.6333333333333333
2003,1122,Austin Peay,ovc,1,13.0,3.16008,101.166,86.0,136.0,10.352415420103917,0.8807785888077859,24.22222222222222,23.55555555555556,0.691358024691358,0.460881934566145,3.259259259259259,0.6865079365079365,18.666666666666668,0.7407407407407407
2003,1123,Ball St,mac,0,,-0.126444,106.689,247.0,102.0,11.612933769366483,0.8181818181818181,21.73333333333333,25.933333333333334,0.7259036144578314,0.3660418963616317,2.066666666666667,0.7166866746698679,22.866666666666667,0.4333333333333333
